	language	image_url	caption_reference_description	page_title	section_title
14986	iw	https://upload.wikimedia.org/wikipedia/commons/d/d7/Speke%27s_Gazelle_-_Gazella_spekei.jpg	זכרים מתנגחים בגן החיות של סן דייגו.	צבי ספיקי	אקולוגיה ומחזור חיים
14987	iw	https://upload.wikimedia.org/wikipedia/commons/f/f3/Gandhi_Memorial.jpg	דלהי - קילומטר אפס של הודו בפתח אתר ההנצחה ראג' גאת למהטמה גנדי	קילומטר אפס	ירושלים
14988	iw	https://upload.wikimedia.org/wikipedia/commons/3/37/Player_FC_Barcelona_1903_year.jpg	"שחקני ברצלונה שזכו בקופה ברצלונה ב-1903: 
 עומדים: וידאל, רץ', טרדס וליובט; 
יושבים: לסלטה, האריס, גאמפר, ויטי, מייר, שטיינברג ואוסו."	ארתור ויטי	ביוגרפיה
14989	iw	https://upload.wikimedia.org/wikipedia/commons/5/5d/Juan_Manuel_de_Rosas.jpg	חואן מנואל דה רוסאס	בואנוס איירס (פרובינציה)	היסטוריה
14990	iw	https://upload.wikimedia.org/wikipedia/commons/7/73/Indian_Health_Service_Logo.svg	הלוגו של שירות הבריאות האינדיאני	עיקור של נשים אינדיאניות	שיטות עיקור
14991	iw	http://upload.wikimedia.org/wikipedia/commons/5/55/South_Sea_Bubble.jpg	אדוארד וורד, התסיסה בים הדרומי, ציור בסגנון ויליאם הוגרת', 1846	אדוארד מתיו וורד	שנים מאוחרות
14992	iw	https://upload.wikimedia.org/wikipedia/commons/1/15/1987_NBA_Finals_Lipofsky.jpg	מג'יק ג'ונסון, ה-MVP של העונה הסדירה	עונת 1988/1989 ב-NBA	פרסים
14993	iw	https://upload.wikimedia.org/wikipedia/commons/5/5f/%D0%92%D1%8B%D1%80%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B7%D1%83%D0%B1.JPG	שן בינה עקורה מהלסת השמאלית העליונה. בתמונה ניתן לראות נגע עששתי חמור.	עקירת שן	סיבות
14994	iw	https://upload.wikimedia.org/wikipedia/commons/9/96/EudoraWeltyHouse.jpg	בית יודורה ולטי	יודורה ולטי	ביוגרפיה
14995	iw	https://upload.wikimedia.org/wikipedia/commons/8/83/Cuba_Topography.png	מפת קובה	קובה	גאוגרפיה
14996	iw	https://upload.wikimedia.org/wikipedia/commons/b/ba/Thai_iced_tea.jpg	כוס תה תאילנדי	תה קר	היסטוריה
14997	iw	https://upload.wikimedia.org/wikipedia/commons/6/6c/Hadera_map_sketch.jpg	מפת חדרה כפי שצוירה בווילנה	חדרה	העיר כיום
14998	iw	https://upload.wikimedia.org/wikipedia/commons/9/96/Zuidelijke_breedneuswombat.JPG	וומבט דרומי בגן חיות אוסטרלי.	וומבט שעיר-אף דרומי	תקשורת ותזונה
14999	iw	https://upload.wikimedia.org/wikipedia/commons/d/d6/Vampires_-_57_365.jpg	ערפדים	זולתנות (ביולוגיה)	דוגמאות לזולתנות בקרב בעלי חוליות
15000	iw	https://upload.wikimedia.org/wikipedia/commons/e/ec/Potential_and_potential_energy_%28e%29_de.png	פוטנציאל ואנרגיה פוטנציאלית חשמלית של חלקיק טעון, כתלות במרחק ובסוג המטען.	אנרגיה פוטנציאלית חשמלית	אנרגיה פוטנציאלית של חלקיק טעון
15001	iw	https://upload.wikimedia.org/wikipedia/commons/8/8a/Will_Poulter_2016_3.jpg	ויל פולטר, זוכה פרס הכוכב העולה	טקס פרסי האקדמיה הבריטית לקולנוע ה-67	זוכים ומועמדים
15002	iw	http://upload.wikimedia.org/wikipedia/commons/b/b5/Chagall_France_1921.jpg	מארק שאגאל	1985	נפטרו
15003	iw	https://upload.wikimedia.org/wikipedia/commons/e/e6/Minoan_fresko_avaris_2.png	ציור קיר המעיד על השפעה ואולי אף על נוכחות מינואית (כריתים) באווריס	אווריס	תולדות העיר
15004	iw	https://upload.wikimedia.org/wikipedia/commons/e/ec/Nakpadon01.jpg	נקפדון, צולם בתערוכת LIC 2004	"נגמ""שים כבדים בצה""ל"	נקפדון
15005	iw	https://upload.wikimedia.org/wikipedia/commons/4/4b/Excavation_in_City_of_David%2C_Givaty_parking_lot_Jerusalem_12.10.2011%2C_panoramic_pic_%284%29.JPG	שטח M3 החלק הצפוני מזרחי של החניון. החצר - ומסביבה חדרים בחלק הצפון מזרחי של הוילה. בחדר מימין נחפרה הרצפה וניתן לראות קיר הלניסטי/חשמונאי ואת סלע האם	חניון גבעתי (עיר דוד)	הערות שוליים
15006	iw	https://upload.wikimedia.org/wikipedia/commons/1/17/Bundesarchiv_Bild_135-KA-07-059%2C_Tibetexpedition%2C_Statue_im_Potala.jpg	פסל פדמאסמבהאבה בארמון האדום	ארמון פוטאלה	הארמון האדום
15007	iw	http://upload.wikimedia.org/wikipedia/commons/4/48/061.Samson_Destroys_the_Philistines_with_an_Ass%27_Jawbone.jpg	"""שמשון מכה בפלשתים בלחי חמור"", גוסטב דורה"	שמשון	הסיפור המקראי
15008	iw	https://upload.wikimedia.org/wikipedia/commons/0/00/Freud_and_other_psychoanalysts_1922.jpg	"חברי ""החברה הפסיכואנליטית הווינאית"" בתצלום מ-1922. יושבים משמאל: פרויד, שנדור פרנצי והאנס זקס; עומדים משמאל: אוטו ראנק, קרל אברהם, מקס אייטינגון וארנסט ג'ונס"	זיגמונד פרויד	תחילת דרכה של הפסיכואנליזה
15009	iw	https://upload.wikimedia.org/wikipedia/commons/d/d1/Oryx_heads.jpg	מימין לשמאל: ראם הצבי, ראם ביסה, ראם שולי-אוזניים ודישון מקראי.	ראם שולי-אוזניים	תיאור
15010	iw	https://upload.wikimedia.org/wikipedia/commons/2/21/Hepatitis_E_Virus_in_Pork_Liver_Sausage.jpg	וירוס הפטיטיס E בדגמה מבשר חזיר	הפטיטיס E	אופן ההדבקה
15011	iw	https://upload.wikimedia.org/wikipedia/commons/7/75/BlameyWilsonFreyberg.jpg	מפקדי חיל המשלוח של חבר העמים הבריטי, גנרל הנרי מייטלנד וילסון, גנרל ברנרד פרייברג וגנרל תומאס בליימי ביוון, 1941	מלחמת איטליה–יוון	מבצע לוסטרה
15012	iw	http://upload.wikimedia.org/wikipedia/commons/1/12/Charles_Darwin_by_Maull_and_Polyblank%2C_1855-crop.png	דרווין בגיל 46, ב-1855, עבד בעת זו על פרסום תאוריית הברירה הטבעית שלו	צ'ארלס דרווין	עיקרי התאוריה
15013	iw	https://upload.wikimedia.org/wikipedia/commons/f/f3/Triboulet_and_death.jpg	צרפת, 1500, יוצר בלתי ידוע	השיגעון באמנות ימי הביניים	נשיאת מרוט - העתק של ראש השוטה או הלץ
15014	iw	https://upload.wikimedia.org/wikipedia/commons/f/f7/Crespi%2C_Giuseppe_Maria_-_Searcher_for_Fleas_-_1720s.png	תמונה של ג'וזפה מריה קרספי מ-1720 לערך - אישה מחפשת פרעושים על גופה	פרעושים	הטפילות באדם
15015	iw	https://upload.wikimedia.org/wikipedia/commons/9/99/PikiWiki_Israel_35576_Transport_in_Israel.jpg	המזרקה המוזיקלית	אשקלון	תיירות
15016	iw	https://upload.wikimedia.org/wikipedia/commons/3/33/Naterob4.jpg	רובינסון במדי בוסטון סלטיקס, 2010	נייט רובינסון	ליגת ה-NBA
15017	iw	https://upload.wikimedia.org/wikipedia/commons/c/c8/Split_tunels_%2813267420325%29.jpg	מפגש של מנהרת גישה לתחנה (משמאל) עם המנהרה הראשית.	רכבת הדואר התת-קרקעית בלונדון	הרקע להקמת רכבת הדואר
15018	iw	https://upload.wikimedia.org/wikipedia/commons/c/ce/Soviet_empire_1960.png	ב-1961 היו הכי הרבה מדינות בעולם שהיו תחת השפעה סובייטית (לאחר המהפכה הקובנית של 1959 ולפני הפיצול הסיני-סובייטי ב-1961)	שנות ה-60 של המאה ה-20	מלחמות בינלאומיות
15019	iw	https://upload.wikimedia.org/wikipedia/commons/0/0a/World_operators_of_the_MiG-27.png	מדינות שמפעילות את המטוס בכחול (באדום, מפעילות בעבר	מיג-27	היסטוריה מבצעית
15020	iw	https://upload.wikimedia.org/wikipedia/commons/f/f4/James_Caird_en.svg	"מפת רישום, המראה (בירוק וכחול) את הנתיב הכללי של ה""ג'יימס קיירד"" בשלב הראשון של מסעה (אל אי הפיל) ובשלב השני (אל ג'ורג'יה הדרומית)"	מסע הסירה ג'יימס קיירד	ההכנות
15021	iw	http://upload.wikimedia.org/wikipedia/commons/8/85/Miki101.jpg	מיקי ברקוביץ'	מכבי תל אביב (כדורסל)	שנות השמונים
15022	iw	https://upload.wikimedia.org/wikipedia/commons/8/8a/Friction_diagram.png	כוח החיכוך הקינטי תמיד מנוגד לכיוון התנועה ביחס למשטח.	חיכוך	חיכוך קינטי
15023	iw	http://upload.wikimedia.org/wikipedia/commons/e/e7/Geburtshaus_von_Huldrych_Zwingli.jpg	בית הוריו של אולריך צווינגלי בוילדהאוס	אולריך צווינגלי	ביוגרפיה
15024	iw	http://upload.wikimedia.org/wikipedia/commons/c/cb/Death_8_bg_082303.jpg	פנייה חדה של 90 מעלות.	סלעים נעים	מחקר
15025	iw	http://upload.wikimedia.org/wikipedia/commons/7/76/Woodbourne-Hyde_Park.jpg	הייד פארק אירח את משחקי הטריאטלון	אתרי אולימפיאדת לונדון (2012)	אתרי האולימפיאדה
15026	iw	https://upload.wikimedia.org/wikipedia/commons/2/27/Boian.JPG	"רבי נחום דב ברייאר, האדמו""ר מבויאן"	חסידות בויאן	"האדמו""ר הנוכחי"
15027	iw	http://upload.wikimedia.org/wikipedia/commons/1/12/Robert_Bontine_Cunninghame_Graham00.jpg	רוברט קנינגהם-גרהם	מפלגת הלייבור (הממלכה המאוחדת)	שורשיה של המפלגה
15028	iw	https://upload.wikimedia.org/wikipedia/commons/e/e4/Notre_dame-paris-view.jpg	כימרה או גרוטסק, קתדרלת נוטרדאם דה פארי	אדריכלות גותית	האמנות הגותית
15029	iw	http://upload.wikimedia.org/wikipedia/commons/7/73/Patricio_Aylwin.jpg	פטריסיו איילווין	היסטוריה עכשווית של צ'ילה	שנות כהונתו של פטריסיו איילווין (1990 - 1994)
15030	iw	https://upload.wikimedia.org/wikipedia/commons/9/95/Battle_of_Salta.jpg	קרב סלטה	מלחמת העצמאות של ארגנטינה	המערכה השנייה באלטו פרו
15031	iw	https://upload.wikimedia.org/wikipedia/commons/9/91/Bruce_McCandless_II_during_EVA_in_1984.jpg	טייס החלל ברוס מק'קנדלס בפעילות חוץ-רכבית	האדם בחלל - מונחים	אדם ומעשיו
15032	iw	https://upload.wikimedia.org/wikipedia/commons/b/bc/WmJBryan-speech.jpg	ברייאן נואם ב-1908	ויליאם ג'נינגס ברייאן	הבחירות ב-1908
15033	iw	https://upload.wikimedia.org/wikipedia/commons/4/48/Kennett_Watkins_-_The_Phantom_Canoe-_A_Legend_of_Lake_Tarawera_-_Google_Art_Project.jpg	"""קאנו הרפאים: אגדת אגם טרוורה"" ציור של קנט ווטקינס (Kennett Watkins)"	טרוורה	אגדת קאנו הרפאים
15034	iw	https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Graham_Bell_and_family.jpg	בל, אשתו ובנותיו, 1885 בערך	אלכסנדר גרהם בל	קורות חייו
15035	iw	https://upload.wikimedia.org/wikipedia/commons/7/70/%D7%9E%D7%A7%D7%90%D7%9F_%D7%95%D7%95%D7%90%D7%9C%D7%99.jpg	מקאן וואלי במצפה רמון מבט מהחזית	חנה רדו	קידום ייצוג נשי
15036	iw	https://upload.wikimedia.org/wikipedia/commons/c/ce/Earth_Water%27s_separation.jpg	הפרדת הים מן היבשה	תקרת הקפלה הסיסטינית	הבריאה
15037	iw	https://upload.wikimedia.org/wikipedia/commons/4/44/IPhone_X_rear.jpg	האייפון XS	אפל	iPhone
15038	iw	https://upload.wikimedia.org/wikipedia/commons/4/40/PikiWiki_Israel_26527_Wings_of_the_city_sculpture_in_Tel_Aviv_harbour.JPG	"הפסל ""כנפי העיר"" ביריד המזרח המתחדש בתל אביב"	יריד המזרח	ראו גם
15039	iw	https://upload.wikimedia.org/wikipedia/commons/8/8c/Atlantis_docked_to_MIR_-_GPN-2000-001315.jpg	אטלנטיס מעוגנת במיר כפי שצולם מהחללית סויוז TM-21.	STS-71	נתוני משימה
15040	iw	https://upload.wikimedia.org/wikipedia/commons/4/49/Hosoda_Eishi_-_Yang_Gui_Fei.jpg	יאנג גו-פיי, פילגש הקיסר שנרצחה בבריחה מצ'אנג אן	מרד אן לושאן	ההתקפה על צ'אנג אן
15041	iw	https://upload.wikimedia.org/wikipedia/commons/8/8d/Bas-c%C3%B4t%C3%A9_nord%2C_baie_VI_Otto_III_Rex_%28dernier_tiers_XIIe%29.jpg	אוטו השלישי	האימפריה הרומית הקדושה בשיא ימי הביניים	אוטו השלישי
15042	iw	https://upload.wikimedia.org/wikipedia/commons/2/26/Modigliani_Seated_Man_with_a_Cane.jpg	הציור של מודיליאני שהוחרם על ידי שלטונות שווייץ בעקבות הפרשה	מסמכי פנמה	בעקבות הפרסום
15043	iw	https://upload.wikimedia.org/wikipedia/commons/7/79/Kathmandu_%2C_Nepal_%2C_Himalayas_%2CEverest_2.jpg	מחנה הבסיס הדרומי בנפאל	מחנות הבסיס של הר אוורסט	מחנה הבסיס הדרומי
15044	iw	https://upload.wikimedia.org/wikipedia/commons/0/09/Finale_Europacup_I_-_Mauro_Bellugi_en_Piet_Keizer.jpg	קייזר (מימין) כקפטן אייאקס במהלך גמר גביע אירופה לאלופות מול אינטר, 1972	פיט קייזר	סטטיסטיקות
15045	iw	https://upload.wikimedia.org/wikipedia/commons/2/25/Timna_Tabernacle_Incense_altar.jpg	אחד מניסיונות השחזור של דגם למזבח הזהב במשכן, עליו הוקטרה הקטורת.	קטורת הסמים	סממני הקטורת
15046	iw	https://upload.wikimedia.org/wikipedia/commons/d/d5/Giladi_Israel_headstone.jpg	קברו של ישראל גלעדי בחלקת השומר בבית הקברות של כפר גלעדי	ישראל גלעדי	ביוגרפיה
15047	iw	https://upload.wikimedia.org/wikipedia/commons/c/c9/Dendrocopos_syriacus%2C_Israel_4.jpg	נקר סורי מלקט זיתים שנשרו, צולם באשקלון.	נקר סורי	מזון
15048	iw	https://upload.wikimedia.org/wikipedia/commons/a/a5/CongressVienna.jpg	קונגרס וינה, ציור מאת ז'אן-בטיסט איזביי 1819~. קאסלריי יושב ליד הכיסא הריק, יד שמאלו על השולחן. שארל-מוריס דה טליראן יושב שני מימין, יד ימינו על השולחן. קלמנס מטרניך עומד שישי משמאל, במכנסיים בהירים	לורד קאסלריי	קריירה דיפלומטית
15049	iw	http://upload.wikimedia.org/wikipedia/commons/e/e1/Creep_deformation_He.jpg	זחילת חלקיקים בסלע	מעוות (גאולוגיה)	זרימה וזחילה
15050	iw	http://upload.wikimedia.org/wikipedia/commons/a/a9/MIH-film12_color_cerrected_denoise.jpg	"תיבת כרונומטר בעלת שתי ""חביות""."	היסטוריה של השעונים	כרונומטר ימי
15051	iw	https://upload.wikimedia.org/wikipedia/commons/0/02/Needle_biopsy.jpg	ביופסית מחט דקה	גוש בחזה	אחר
15052	iw	https://upload.wikimedia.org/wikipedia/commons/4/4f/Jogaila_%28W%C5%82adys%C5%82aw_II%29.jpg	"ולדיסלב יגיילו בציור בטריפטיך ""גבירתנו של הייסורים"" במזבח הגותי שבקתדרלת ואוול בקרקוב"	ולדיסלב השני יגיילו	עלייתו על כס המלכות
15053	iw	https://upload.wikimedia.org/wikipedia/he/c/c0/Moshe_Tzuri_Tombstone.jpg	מצבת משה דרוויש צורי חיפה	משה (דרוויש) צורי	חייו
15054	iw	https://upload.wikimedia.org/wikipedia/commons/2/2e/Tatar-1.jpg	סטייק טרטר	בשר בקר	צלייה
15055	iw	https://upload.wikimedia.org/wikipedia/commons/4/4b/Hartza_Ekainberrin_%283320013564%29.jpg	שלד של דוב המערות מההעתק של מערת אקאין	מערת אקאין	חדר זלדי
15056	iw	https://upload.wikimedia.org/wikipedia/commons/4/4c/PikiWiki_Israel_34404_Israel_Defense_Forces.jpg	האונייה א/מ לאה מקווי אירופה של חברת צים, רב חובל אמנון תדמור, אשר ביצעה את התדלוק מערבית לגיברלטר	ספינות שרבורג	הכנות לתדלוק בים
15057	iw	https://upload.wikimedia.org/wikipedia/commons/1/16/Ketubah_from_Australia.jpg	כתובה מאוסטרליה	יהדות אוסטרליה	היסטוריה
